"Year","Length","number","Weight.g","total.Weight.kg"
2007,57,13,5.65890922952874,0.0735658199838736
2007,58,9,5.6832518081482,0.0511492662733338
2007,60,1,5.73070255535963,0.00573070255535963
2008,25,3,4.50534136407567,0.013516024092227
2008,27,3,4.61306088508799,0.013839182655264
2008,28,2,4.66396333069685,0.0093279266613937
2008,29,4,4.71307935233531,0.0188523174093412
2008,30,14,4.76053009954673,0.0666474213936543
2008,31,30,4.80642480102724,0.144192744030817
2008,32,49,4.85086227906449,0.23769225167416
2008,33,78,4.89393223086613,0.381726714007558
2008,34,105,4.93571631855271,0.518250213448034
2008,35,117,4.97628910110889,0.58222582482974
2008,36,110,5.01571883501779,0.551729071851957
2008,37,81,5.05406816517501,0.409379521379176
2008,38,58,5.09139472364564,0.295300893971447
2008,39,32,5.12775165063253,0.164088052820241
2008,40,26,5.16318804947653,0.13424288928639
2008,41,14,5.19774938546564,0.072768491396519
2008,42,8,5.23147783657995,0.0418518226926396
2008,43,6,5.26441260296031,0.0315864756177619
2008,44,6,5.29659018079593,0.0317795410847756
2008,45,1,5.32804460542983,0.00532804460542983
2008,46,1,5.35880766774253,0.00535880766774253
2008,47,1,5.38890910726304,0.00538890910726304
2008,48,1,5.41837678494759,0.00541837678494759
2008,49,1,5.44723683814211,0.00544723683814211
2009,30,3,4.76053009954673,0.0142815902986402
2009,31,3,4.80642480102724,0.0144192744030817
2009,32,15,4.85086227906449,0.0727629341859674
2009,33,33,4.89393223086613,0.161499763618582
2009,34,31,4.93571631855271,0.153007205875134
2009,35,49,4.97628910110889,0.243838165954336
2009,36,48,5.01571883501779,0.240754504080854
2009,37,22,5.05406816517501,0.11118949963385
2009,38,25,5.09139472364564,0.127284868091141
2009,39,16,5.12775165063253,0.0820440264101205
2009,40,6,5.16318804947653,0.0309791282968592
2009,41,4,5.19774938546564,0.0207909975418626
2009,42,2,5.23147783657995,0.0104629556731599
2009,43,1,5.26441260296031,0.00526441260296031
2009,44,2,5.29659018079593,0.0105931803615919
2009,45,4,5.32804460542983,0.0213121784217193
2009,46,1,5.35880766774253,0.00535880766774253
2009,47,5,5.38890910726304,0.0269445455363152
2009,48,1,5.41837678494759,0.00541837678494759
2010,19,2,4.12122226783274,0.00824244453566549
2010,20,2,4.19301559366363,0.00838603118732727
2010,24,1,4.44820432913469,0.00444820432913469
2010,25,6,4.50534136407567,0.027032048184454
2010,26,9,4.56023714474943,0.0410421343027449
2010,27,6,4.61306088508799,0.0276783653105279
2010,28,11,4.66396333069685,0.0513035966376654
2010,29,13,4.71307935233531,0.061270031580359
2010,30,13,4.76053009954673,0.0618868912941075
2010,31,9,4.80642480102724,0.0432578232092451
2010,32,17,4.85086227906449,0.0824646587440964
2010,33,28,4.89393223086613,0.137030102464252
2010,34,24,4.93571631855271,0.118457191645265
2010,35,27,4.97628910110889,0.13435980572994
2010,36,34,5.01571883501779,0.170534440390605
2010,37,35,5.05406816517501,0.176892385781125
2010,38,25,5.09139472364564,0.127284868091141
2010,39,21,5.12775165063253,0.107682784663283
2010,40,9,5.16318804947653,0.0464686924452888
2010,41,10,5.19774938546564,0.0519774938546564
2010,42,5,5.23147783657995,0.0261573891828997
2010,43,6,5.26441260296031,0.0315864756177619
2010,45,1,5.32804460542983,0.00532804460542983
2010,49,1,5.44723683814211,0.00544723683814211
